paper_id,url
sharing,https://github.com/johnjosephhorton/sharing
spot,https://github.com/johnjosephhorton/wages_of_paycuts
turking,https://bitbucket.org/johnjosephhorton/condition_of_turking_class/src/master/
raters,https://github.com/aaronshaw/inexpert_raters
paid_crowdsourcing,https://bitbucket.org/johnjosephhorton/labor_economics_paid_crowdsourcing
covid,https://github.com/johnjosephhorton/remote_work
olm,https://bitbucket.org/johnjosephhorton/olm_wine/src/master/
