name,bio,twitter_handle,website,google_scholar,twitter_url
John Joseph Horton,"I am an economist and the Richard S. Leghorn (1939) Career Development Professor at the MIT Sloan School of Management and a Faculty Research Fellow at the NBER.  My research is primarily focused on issues in information systems, market design, labor economics and organizational economics, particularly in the context of online markets.",@johnjhoron,www.john-joseph-horton.com,https://scholar.google.com/citations?user=L_O2kH0AAAAJ&hl=en,https://twitter.com/johnjhorton
